LotArea,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,BsmtFinSF1,BsmtUnfSF,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,SalePrice
6373,TwnhsE,1Story,2006,2006,Hip,415,1251,SB,1666,2,0,2,6,1,2006,2,575,228,75,0,2006,310090
3136,TwnhsE,1Story,2003,2003,Gable,0,1405,SB,1405,2,0,2,6,1,2003,2,478,148,36,0,2006,171750
10237,1Fam,1Story,2005,2006,Gable,28,1288,SB,1316,2,0,3,6,1,2005,2,397,100,0,0,2006,169990
10237,1Fam,2Story,2005,2006,Gable,0,728,SB,1456,2,1,3,8,1,2005,2,390,0,24,0,2006,170440
10237,1Fam,2Story,2006,2006,Gable,0,738,SB,1492,2,1,3,8,0,2006,2,440,0,32,0,2006,169985
17104,1Fam,2Story,2006,2006,Gable,554,100,SB,1496,2,1,3,7,1,2006,2,426,100,24,0,2006,179665
14054,1Fam,2Story,2006,2006,Gable,0,879,SB,1863,2,1,4,9,1,2006,3,660,100,17,0,2006,219210
11660,1Fam,1Story,2006,2006,Gable,0,1326,SB,1326,2,0,3,6,0,2006,2,427,100,0,0,2006,174190
15578,1Fam,2Story,2006,2006,Gable,0,728,SB,1456,2,1,3,8,0,2006,2,429,0,0,0,2006,172785
11631,1Fam,2Story,2004,2005,Gable,0,1052,SB,2373,2,1,4,9,1,2004,3,632,120,46,0,2006,258000
9073,1Fam,2Story,2006,2006,Gable,0,738,SB,1492,2,1,3,8,0,2006,2,440,100,32,0,2006,185101
3087,TwnhsE,1Story,2006,2006,Gable,453,767,SB,1364,2,0,2,6,1,2006,2,437,100,16,0,2006,210250
3196,TwnhsE,1Story,2003,2004,Gable,0,1374,SB,1557,2,0,2,7,1,2003,2,420,143,20,0,2006,234000
3196,TwnhsE,1Story,2003,2003,Gable,0,1273,SB,1456,2,0,2,7,1,2003,2,400,143,20,0,2006,215000
2938,TwnhsE,1Story,2002,2002,Gable,1038,330,SB,1511,2,0,2,5,1,2002,2,398,130,30,0,2006,246990
3072,TwnhsE,1Story,2004,2004,Hip,0,1375,SB,1414,2,0,2,6,1,2004,2,398,144,20,0,2006,178740
3072,TwnhsE,1Story,2004,2004,Hip,1059,306,SB,1548,2,0,2,7,1,2004,2,388,143,20,0,2006,225000
3010,TwnhsE,1Story,2005,2006,Gable,16,1232,SB,1248,2,0,2,5,0,2005,2,438,108,0,0,2006,167240
3010,TwnhsE,1Story,2005,2006,Gable,16,1126,SB,1142,2,0,2,6,0,2005,2,440,90,0,0,2006,156820
3013,TwnhsE,1Story,2005,2005,Gable,16,1346,SB,1506,2,0,2,6,1,2005,2,440,142,20,0,2006,213490
3982,TwnhsE,1Story,2006,2006,Hip,1154,366,SB,1567,2,0,1,7,1,2006,3,648,312,0,0,2006,264561
4045,TwnhsE,1Story,2006,2006,Hip,1070,286,SB,1500,2,0,2,6,1,2006,3,648,161,20,0,2006,246578
21930,1Fam,2Story,2005,2005,Gable,0,732,SB,1838,2,1,4,7,1,2005,2,372,100,40,0,2006,192140
7861,1Fam,2Story,2002,2003,Gable,457,326,SB,1509,2,1,3,7,1,2002,2,393,100,75,0,2006,183200
9056,1Fam,2Story,2004,2004,Gable,0,707,SB,1414,2,1,3,6,1,2004,2,403,100,35,0,2006,178000
9171,1Fam,2Story,2004,2005,Gable,0,848,SB,1598,2,1,3,7,1,2004,2,433,100,48,0,2006,201490
11194,1Fam,2Story,2000,2000,Gable,0,1406,SB,1936,2,1,3,7,1,2000,2,504,188,124,0,2006,230500
7875,1Fam,2Story,2003,2003,Gable,0,783,SB,1509,2,1,3,8,1,2003,2,393,0,75,0,2006,180000
8121,1Fam,2Story,2000,2000,Gable,0,953,SB,1664,2,1,3,7,1,2000,2,460,100,40,0,2006,172400
8658,1Fam,2Story,2000,2000,Gable,732,250,SB,1889,2,1,3,9,1,2000,2,431,0,0,0,2006,215000
11214,1Fam,2Story,1998,1999,Gable,0,930,SB,1886,2,1,4,10,1,1998,2,431,89,0,0,2006,199900
10852,1Fam,2Story,2000,2000,Gable,786,173,SB,1671,2,1,3,7,1,2000,2,472,0,38,0,2006,173000
12104,1Fam,2Story,2006,2006,Gable,0,1035,SB,2322,3,1,4,8,0,2006,3,617,400,45,0,2006,287602
8738,1Fam,2Story,1999,1999,Gable,0,975,SB,2291,2,1,4,8,1,1999,2,429,192,0,0,2006,230000
9452,1Fam,2Story,1997,1998,Gable,1074,322,SB,2392,2,1,3,7,1,1997,3,870,0,70,0,2006,348000
9660,1Fam,2Story,1998,1998,Gable,791,253,SB,1976,2,1,3,7,1,1998,3,885,210,31,0,2006,286000
9545,1Fam,2Story,2000,2000,Gable,505,655,SB,2234,2,1,3,7,1,2000,3,768,0,50,0,2006,3.00E+05
9233,1Fam,2Story,2000,2000,Gable,1182,358,SB,2855,2,1,4,9,1,2000,3,774,247,55,0,2006,405000
12011,1Fam,2Story,1998,1998,Gable,956,130,SB,1924,2,1,3,7,1,1998,2,592,208,75,0,2006,280000
12090,1Fam,2Story,1998,1998,Hip,0,1141,SB,2263,2,1,4,10,1,1998,2,420,144,123,0,2006,258000
10019,1Fam,2Story,1995,1995,Hip,527,815,SB,2726,2,1,4,9,1,1995,3,725,307,169,0,2006,350000
10236,1Fam,2Story,1994,1995,Gable,380,742,SB,2494,2,1,4,9,1,1994,3,803,200,95,0,2006,321000
10120,1Fam,2Story,1994,1994,Hip,740,425,SB,2526,2,1,4,8,1,1994,3,844,309,78,0,2006,290000
12585,1Fam,2Story,1993,1993,Gable,247,0,SB,2799,2,1,3,8,1,1993,3,704,432,136,0,2006,315000
12447,1Fam,2Story,2005,2006,Gable,0,1100,SB,1964,2,1,3,8,1,2005,2,760,200,70,0,2006,252000
20896,1Fam,1Story,2005,2006,Gable,1721,356,SB,2097,1,1,1,8,1,2005,3,1134,192,267,0,2006,423000
10182,1Fam,1Story,2006,2006,Hip,1220,440,SB,1660,2,0,3,8,1,2006,2,500,322,50,0,2006,290000
8688,1Fam,1Story,2005,2005,Gable,0,1616,SB,1616,2,0,3,7,0,2005,3,834,208,59,0,2006,232000
10936,1Fam,1Story,2006,2006,Gable,0,1504,SB,1504,2,0,3,7,0,2006,2,510,144,0,0,2006,199000
8640,1Fam,1Story,2006,2006,Gable,24,1254,SB,1278,2,0,2,5,0,2006,2,584,0,60,0,2006,198600
13162,1Fam,2Story,2006,2006,Gable,1836,200,SB,2640,3,1,3,11,1,2006,3,792,0,265,0,2006,405749
11216,1Fam,1Story,2006,2006,Gable,0,1489,SB,1489,2,0,3,7,1,2006,2,776,0,140,0,2006,232600
10728,1Fam,2Story,2006,2006,Gable,0,1095,SB,1939,2,1,3,8,1,2006,3,1053,192,51,0,2006,266000
8125,1Fam,2Story,2005,2006,Gable,0,756,SB,1553,2,1,3,6,0,2005,2,615,0,45,0,2006,186500
8125,1Fam,2Story,2005,2005,Gable,0,858,SB,1716,2,1,3,7,0,2005,2,615,0,53,0,2006,200825
8125,1Fam,2Story,2006,2006,Gable,0,770,SB,1576,2,1,3,6,0,2006,2,614,0,50,0,2006,197000
7200,1Fam,1Story,2006,2006,Gable,905,357,SB,1262,2,0,2,5,0,2006,2,572,0,120,0,2006,185000
7500,1Fam,1Story,2005,2005,Gable,0,1257,SB,1266,2,0,3,6,1,2005,2,453,38,144,0,2006,176000
7200,1Fam,1Story,2006,2006,Gable,0,1293,SB,1301,2,0,2,5,1,2006,2,572,216,121,0,2006,187750
7733,1Fam,1Story,2005,2005,Gable,24,1118,SB,1142,1,1,3,5,0,0,0,0,4,50,0,2006,139500
11024,1Fam,1Story,2005,2006,Gable,0,1400,SB,1400,2,0,3,6,0,2005,2,612,144,55,0,2006,186800
13072,1Fam,1Story,2005,2006,Gable,0,1131,SB,1131,1,1,3,6,0,0,0,0,0,39,0,2006,132000
13072,1Fam,1Story,2005,2005,Gable,0,1141,SB,1141,1,1,3,6,0,2005,2,484,0,0,0,2006,142500
13072,1Fam,1Story,2004,2004,Gable,941,217,SB,1158,1,1,3,5,0,2006,2,576,0,50,0,2006,158000
7800,1Fam,2Story,2005,2005,Gable,0,891,SB,1686,2,1,3,8,0,2005,2,462,144,101,0,2006,184000
7632,1Fam,2Story,2005,2005,Gable,0,784,SB,1585,2,1,3,7,0,2005,2,449,100,77,0,2006,184900
8304,1Fam,2Story,1997,1998,Gable,0,941,SB,1837,2,1,3,7,0,1997,2,688,150,165,0,2006,187000
7153,1Fam,2Story,1992,1992,Gable,387,374,SB,1603,2,1,3,7,0,1992,2,484,0,124,0,2006,175900
9370,1Fam,2Story,1992,1993,Gable,758,78,SB,1731,2,1,3,7,0,1992,2,462,307,85,0,2006,248500
7175,TwnhsE,1Story,1990,1991,Gable,904,494,SB,1398,2,0,2,5,0,1990,2,542,0,46,0,2006,172000
7175,TwnhsE,1Story,1991,1991,Gable,278,939,SB,1217,2,0,2,5,0,1991,2,484,0,64,0,2006,151000
9019,1Fam,2Story,1994,1994,Gable,274,362,SB,1320,2,1,3,6,0,1994,2,472,0,40,0,2006,150000
8900,1Fam,1Story,1966,1966,Gable,1056,0,SB,1056,1,0,2,5,0,1966,1,384,0,42,0,2006,107000
7800,1Fam,1Story,1965,1965,Gable,641,187,SB,965,1,0,3,6,0,1979,1,300,421,0,0,2006,119900
9100,1Fam,1Story,1962,1962,Hip,36,952,SB,988,1,0,3,6,0,1977,2,624,0,0,0,2006,129500
9100,Duplex,1Story,1963,1963,Gable,1332,396,SB,1728,2,0,6,10,0,1963,2,504,0,0,0,2006,125000
8927,Duplex,1.5Fin,1977,1977,Gable,0,0,SB,1654,2,0,4,10,0,1977,2,528,0,0,0,2006,119500
9240,1Fam,1Story,1962,2002,Hip,612,252,SB,1211,1,0,2,6,1,1972,2,576,161,0,0,2006,144000
8471,1Fam,SLvl,1977,1995,Gable,506,0,SB,1212,1,0,3,6,1,1978,2,492,292,12,0,2006,151000
9308,1Fam,1Story,1965,1965,Gable,554,430,SB,984,1,0,3,5,0,1965,1,310,0,0,0,2006,126000
8450,1Fam,1Story,1968,1968,Gable,162,450,SB,909,1,0,3,5,0,1968,1,294,0,155,0,2006,116000
8638,1Fam,1Story,1963,1963,Gable,181,744,SB,925,1,0,2,5,0,1990,2,484,203,74,0,2006,133500
13052,1Fam,1Story,1965,1965,Gable,712,312,SB,1024,1,1,3,5,0,1965,1,308,0,0,0,2006,120875
13526,1Fam,1Story,1965,1965,Hip,560,0,SB,935,1,0,3,5,0,1965,1,288,180,0,0,2006,137000
8020,1Fam,1Story,1964,1964,Gable,644,268,SB,912,1,0,3,6,0,0,0,0,0,0,0,2006,124000
6993,1Fam,1Story,1961,1994,Gable,465,447,SB,1236,1,0,3,6,1,1961,1,288,0,0,0,2006,135000
8789,1Fam,1Story,1967,1967,Gable,659,253,SB,941,1,0,3,6,1,1967,1,288,64,0,0,2006,129200
14330,1Fam,SLvl,1974,1974,Gable,1023,228,SB,2646,2,0,3,9,4,1974,2,550,641,100,800,2006,260000
16059,1Fam,2Story,1991,1992,Hip,0,1288,SB,2417,2,1,4,9,1,1991,2,462,127,82,0,2006,260000
11025,1Fam,2Story,1992,1993,Gable,1118,216,SB,2826,2,1,3,9,3,1992,3,888,177,208,0,2006,334000
14541,1Fam,2Story,1993,1993,Gable,1012,326,SB,2520,2,1,5,10,1,1993,3,796,209,55,0,2006,310000
13346,1Fam,2Story,1992,2000,Gable,728,367,SB,2295,2,1,4,9,1,1992,2,590,0,40,0,2006,268000
12461,1Fam,1Story,1994,1995,Gable,1456,168,SB,1624,2,0,2,5,1,1994,3,757,0,114,0,2006,262000
3628,TwnhsE,1Story,2004,2004,Gable,0,1143,SB,1143,1,1,1,5,1,2004,2,588,0,191,0,2006,176400
3316,TwnhsE,1Story,2005,2005,Gable,1039,208,SB,1247,1,1,1,4,1,2005,2,550,0,84,0,2006,197000
3180,TwnhsE,2Story,2005,2005,Gable,0,600,SB,1200,2,1,2,4,0,2005,2,480,0,166,0,2006,151000
2544,Twnhs,2Story,2005,2005,Gable,0,600,SB,1223,2,1,2,4,0,2005,2,480,0,166,0,2006,147400
2544,Twnhs,2Story,2005,2005,Gable,0,600,SB,1223,2,1,2,4,0,2005,2,480,0,166,0,2006,149900
3180,TwnhsE,2Story,2005,2005,Gable,0,600,SB,1200,2,1,2,4,0,2005,2,480,0,166,0,2006,144152
2998,TwnhsE,2Story,2000,2000,Gable,353,403,SB,1524,2,1,2,4,0,2000,2,440,0,32,0,2006,166000
3735,TwnhsE,2Story,1999,1999,Hip,450,241,SB,1452,2,1,3,6,0,1999,2,506,0,34,0,2006,183900
2651,Twnhs,2Story,2000,2000,Gable,641,32,SB,1382,2,1,3,6,0,2000,2,490,153,50,0,2006,165000
4447,TwnhsE,2Story,2003,2003,Gable,0,530,SB,1080,2,1,2,4,0,2003,2,496,0,50,0,2006,139000
8314,1Fam,2Story,1997,1998,Hip,0,569,SB,1694,2,1,3,6,1,1997,1,434,0,382,0,2006,2.00E+05
7180,1Fam,1Story,2001,2002,Gable,0,1568,SB,1568,2,0,3,6,1,2001,2,564,0,266,0,2006,221000
9549,TwnhsE,1Story,1995,1996,Hip,437,0,SB,1494,1,1,2,6,1,1995,2,481,0,30,0,2006,270000
11250,1Fam,1Story,1977,1977,Gable,767,441,SB,1208,1,1,3,6,1,1977,2,546,198,42,0,2006,165000
3760,Twnhs,1Story,1980,1980,Gable,1009,44,SB,1235,1,0,1,4,3,1980,2,484,133,78,0,2006,214000
3640,Twnhs,1Story,1980,1980,Gable,860,176,SB,1036,1,0,1,4,1,1980,2,484,133,108,0,2006,188000
3874,TwnhsE,1Story,1980,1980,Gable,807,419,SB,1226,1,0,1,4,1,1980,2,484,133,78,0,2006,190000
3876,Twnhs,1Story,1978,1978,Gable,652,48,SB,1226,1,0,1,4,1,1978,2,484,133,60,0,2006,170000
50271,1Fam,1Story,1981,1987,Gable,1810,32,SB,1842,0,1,0,5,1,1981,3,894,857,72,0,2006,385000
13110,2fmCon,1Story,1972,1972,Gable,962,191,SB,1193,2,0,2,6,0,1972,2,501,140,153,0,2006,146500
10192,1Fam,SLvl,1968,1992,Gable,0,570,SB,1920,3,0,4,8,1,1968,2,487,0,98,0,2006,170000
20781,1Fam,1Story,1968,2003,Hip,297,1203,SB,2156,2,0,3,9,1,1968,2,508,0,80,0,2006,262500
11700,1Fam,2Story,1968,1968,Gable,404,304,SB,1416,2,1,3,7,1,1968,2,776,0,169,0,2006,179900
11029,1Fam,2Story,1968,1984,Gable,619,435,SB,2654,2,1,4,9,1,1968,2,619,0,65,0,2006,250000
10400,1Fam,2Story,1972,1972,Gable,247,485,SB,1790,1,2,4,8,1,1972,2,484,148,0,0,2006,165150
10140,1Fam,1Story,1967,1967,Hip,553,713,SB,1334,2,0,3,7,0,1967,2,477,0,20,0,2006,164500
9600,1Fam,1Story,1969,1969,Hip,0,1164,SB,1164,1,1,3,6,0,1969,2,528,0,0,0,2006,140000
9750,1Fam,SLvl,1967,1967,Gable,400,100,SB,980,2,0,3,6,0,1967,1,384,68,0,0,2006,135500
9600,1Fam,1Story,1968,1968,Gable,758,293,SB,1051,1,0,3,6,0,1968,2,504,0,0,0,2006,142000
8640,1Fam,2Story,1968,1968,Gable,361,56,SB,1770,1,1,4,7,0,1968,2,530,0,60,0,2006,155000
9360,1Fam,1Story,1968,2004,Hip,760,216,SB,976,1,0,2,4,1,1968,2,504,94,0,0,2006,157500
8400,1Fam,1Story,1968,1968,Hip,1016,36,SB,1052,1,1,3,5,0,1968,1,288,356,0,0,2006,138500
8400,1Fam,SFoyer,1968,1968,Gable,744,89,SB,898,1,0,3,6,0,1968,1,326,143,0,0,2006,140000
9759,1Fam,1Story,1966,1966,Gable,799,252,SB,1051,1,0,3,6,0,1966,1,264,182,88,0,2006,124400
9600,1Fam,SLvl,1967,1967,Gable,602,137,SB,1141,1,0,3,6,0,1967,1,568,0,78,0,2006,158000
9230,1Fam,1Story,1965,1998,Hip,661,203,SB,1200,1,1,1,6,0,1977,2,884,0,64,0,2006,146000
14803,1Fam,2Story,1971,1971,Gable,416,409,SB,1993,2,1,4,8,1,1971,2,495,0,66,0,2006,190000
10659,1Fam,1Story,1961,1961,Hip,915,135,SB,1050,1,0,3,6,0,1961,1,368,0,319,0,2006,136500
9100,1Fam,1Story,1958,1958,Gable,521,169,SB,864,1,0,3,5,0,1964,2,624,0,0,0,2006,129900
8393,Duplex,1Story,1959,2005,Gable,528,1098,SB,1712,2,0,4,8,0,2005,2,588,272,54,0,2006,145000
8800,2fmCon,1Story,1965,2000,Hip,901,34,SB,1565,2,0,3,7,2,1965,1,299,200,25,0,2006,185900
8800,1Fam,1Story,1964,1964,Hip,553,698,SB,1251,1,0,3,6,2,1964,1,461,0,116,0,2006,160000
10368,1Fam,1Story,1964,1964,Hip,260,0,SB,1488,1,1,3,7,1,1964,2,430,154,60,0,2006,167000
9350,1Fam,2Story,1964,1964,Gable,360,360,SB,1440,1,1,4,7,1,1964,2,480,0,32,0,2006,157500
10382,2fmCon,SLvl,1958,1958,Hip,513,75,SB,1095,1,0,2,6,0,1958,1,264,0,0,0,2006,140000
8973,1Fam,1Story,1958,1991,Gable,567,413,FA,1053,1,1,3,6,0,1998,2,750,0,80,0,2006,150000
10800,1Fam,1Story,1960,1960,Hip,632,616,SB,1248,1,0,3,6,0,1960,1,286,0,0,0,2006,151500
8550,1Fam,1Story,1934,1950,Gable,574,242,SB,816,1,0,2,4,1,1949,1,240,228,0,0,2006,129800
11425,1Fam,1Story,1954,1954,Gable,486,522,SB,1008,1,0,2,4,1,1954,1,275,0,0,0,2006,137000
9724,1Fam,1Story,1947,1950,Hip,0,938,SB,1043,1,0,2,5,1,1947,1,273,125,48,0,2006,137000
4712,1Fam,1.5Fin,1946,1950,Gable,384,363,SB,1230,1,1,3,5,0,1946,1,305,0,57,0,2006,121600
5900,1Fam,1Story,1923,1958,Gable,0,440,FA,869,1,0,2,4,0,0,0,0,0,0,0,2006,85500
5825,1Fam,1Story,1926,1953,Gable,0,600,SB,747,1,0,1,5,0,1953,2,528,0,0,0,2006,79900
7438,1Fam,1.5Fin,1908,1991,Gable,0,504,SB,1252,1,0,3,5,0,1986,2,576,104,0,0,2006,127000
9600,1Fam,1Story,1961,1990,Gable,915,336,SB,1433,1,0,3,7,1,1961,2,441,144,0,0,2006,161000
10858,1Fam,1Story,1952,1952,Gable,40,1404,SB,1624,1,0,2,6,1,1952,1,240,0,40,0,2006,146500
9600,1Fam,1Story,1951,1951,Gable,996,60,FA,1216,1,0,3,7,0,1951,1,280,0,0,0,2006,135000
10680,1Fam,1Story,1951,1951,Hip,756,1380,FA,2136,2,0,4,7,0,1951,2,528,0,30,0,2006,137900
9490,1Fam,1.5Fin,1941,1950,Gable,403,238,FA,1578,1,0,3,5,2,1941,1,240,0,0,0,2006,133000
9462,1Fam,2Story,1949,1973,Gable,0,704,FA,1728,1,1,3,7,1,1949,1,234,245,60,0,2006,137000
9888,1Fam,1Story,1954,1975,Gable,486,450,FA,936,1,0,2,5,0,1954,1,240,0,0,0,2006,121000
8917,Duplex,1Story,1967,1967,Gable,0,1584,SB,1584,2,0,4,8,0,1967,2,506,0,0,0,2006,119000
12700,1Fam,SLvl,1964,1964,Gable,939,307,SB,1246,1,0,3,6,2,1964,2,441,0,69,0,2006,172000
8500,1Fam,1Story,1961,1961,Hip,600,635,SB,1235,1,0,2,6,0,1961,2,480,0,0,0,2006,98600
14200,1Fam,2Story,1966,1966,Gable,445,479,SB,2157,2,1,4,8,2,1966,2,487,105,66,0,2006,226000
9000,1Fam,1Story,1954,1954,Gable,812,124,SB,1128,1,0,2,5,0,1954,1,286,0,0,0,2006,118000
25419,1Fam,2Story,1918,1990,Gable,1036,140,SB,3112,2,0,4,8,1,1918,2,795,0,16,512,2006,235000
9723,1Fam,1Story,1963,1963,Hip,0,1008,SB,1008,1,0,2,5,0,1963,2,430,0,0,0,2006,135000
7728,Duplex,SLvl,1962,1962,Hip,803,303,SB,1190,1,0,3,6,0,1962,2,540,0,18,0,2006,132500
8163,1Fam,SLvl,1959,1959,Gable,748,102,SB,1144,1,0,3,6,1,1959,1,796,86,0,0,2006,143000
8400,1Fam,1Story,1957,1957,Gable,623,556,SB,1364,1,1,3,6,1,1957,1,331,0,60,0,2006,132000
11600,1Fam,1Story,1960,1960,Hip,565,818,SB,1383,1,1,3,7,0,1960,1,292,0,45,0,2006,145250
9610,1Fam,1Story,1958,1958,Hip,203,918,FA,1336,1,1,3,7,1,1958,2,488,80,0,0,2006,162000
10000,1Fam,SLvl,1956,1956,Hip,678,99,SB,1370,1,0,3,6,1,1956,1,300,191,0,0,2006,148000
14850,1Fam,1Story,1957,1957,Gable,895,197,FA,1092,1,0,2,6,1,1957,1,299,268,0,0,2006,141000
10152,1Fam,1Story,1956,1994,Gable,914,210,SB,1124,1,0,3,6,1,1956,1,353,0,211,0,2006,153000
10011,1Fam,1Story,1957,1996,Gable,360,710,SB,1236,1,0,2,6,1,1957,1,447,0,0,0,2006,134450
7032,Duplex,SFoyer,1979,1979,Gable,943,0,SB,943,1,0,2,4,2,1979,2,600,42,0,0,2006,135960
8092,1Fam,1Story,1954,2000,Hip,824,226,SB,1050,1,0,3,6,0,1954,1,286,0,0,0,2006,156000
11310,1Fam,1Story,1954,1954,Hip,0,1367,SB,1375,1,0,2,5,1,1954,2,451,0,30,0,2006,140000
12778,1Fam,1Story,1952,2003,Gable,658,350,FA,1008,1,0,2,4,0,1952,1,280,0,154,0,2006,139500
10170,1Fam,1Story,1951,1951,Hip,0,216,SB,1575,1,1,2,5,1,1951,2,400,0,0,0,2006,155000
7700,1Fam,SLvl,1956,1956,Gable,271,30,FA,1145,1,0,3,6,0,1993,2,684,0,0,0,2006,127000
11050,1Fam,1Story,1956,1956,Hip,488,517,SB,1005,1,0,2,6,1,1956,1,319,0,0,0,2006,133500
13600,1Fam,1Story,1955,1955,Gable,144,0,SB,1056,1,1,3,6,0,1955,1,300,0,0,0,2006,125000
15428,1Fam,1Story,1951,1991,Hip,741,143,SB,884,1,0,2,4,0,1951,1,270,0,0,0,2006,142000
21299,1Fam,1Story,1941,1963,Hip,0,929,SB,2039,1,1,3,7,3,1941,3,791,0,0,0,2006,167000
13300,1Fam,1Story,1956,2001,Hip,494,521,SB,1384,1,0,2,6,0,2001,2,896,75,0,0,2006,159000
22136,2fmCon,1.5Fin,1925,1975,Gable,1018,1153,SB,2640,2,1,5,10,1,1977,3,1008,631,48,0,2006,180000
7500,1Fam,1.5Fin,1947,1950,Gable,0,784,FA,1312,1,1,3,6,0,1953,2,649,0,28,0,2006,127000
7000,1Fam,1.5Fin,1924,1950,Gable,617,0,SB,1310,2,0,2,6,0,1924,1,398,0,0,0,2006,112000
10410,1Fam,1Story,1930,2001,Gable,0,713,SB,713,1,0,2,5,0,1936,1,371,0,75,0,2006,99800
5400,1Fam,1Story,1954,2000,Gable,415,418,SB,833,1,0,2,4,0,1955,1,326,0,0,0,2006,117000
5400,1Fam,1Story,1921,1968,Gable,0,1073,SB,1073,1,0,2,4,0,1968,1,326,0,0,0,2006,108480
10914,1Fam,1Story,1929,1950,Hip,0,715,FP,715,1,0,2,4,0,1967,2,660,0,0,0,2006,68000
7008,1Fam,1.5Fin,1900,1998,Gable,0,448,SB,720,1,0,1,5,0,1900,1,280,0,0,0,2006,86900
10800,1Fam,1Story,1920,1950,Hip,821,299,SB,1130,1,0,2,5,1,1970,2,720,229,0,0,2006,120000
7200,1Fam,2Story,1915,1950,Gable,338,325,SB,1595,2,0,3,7,1,1974,2,528,49,0,0,2006,155500
10818,1Fam,1.5Fin,1910,1950,Gable,0,1077,FA,1760,1,1,4,7,1,1935,2,648,120,0,0,2006,80000
10410,1Fam,1.5Fin,1915,1950,Gable,0,672,SB,1214,1,0,3,6,0,1998,3,936,216,0,0,2006,105000
10800,2fmCon,1.5Fin,1900,1970,Gable,664,290,FA,2414,2,0,3,10,1,1970,2,520,142,0,0,2006,160000
10800,1Fam,1.5Fin,1936,1989,Gable,626,170,SB,1466,2,0,3,7,1,1950,2,566,436,21,0,2006,170000
8658,1Fam,1Story,1965,1965,Gable,643,445,SB,1324,2,0,3,6,1,1965,2,440,0,138,0,2006,160000
13400,1Fam,SLvl,1966,1966,Gable,516,380,SB,1086,1,0,3,6,1,1966,2,484,0,0,0,2006,159950
10184,1Fam,SLvl,1963,1963,Gable,580,503,SB,1146,1,0,3,6,1,1963,1,294,345,75,0,2006,165000
9786,1Fam,1.5Fin,1962,1981,Gable,600,312,SB,1734,1,1,3,7,1,1962,2,440,0,0,0,2006,159000
9510,1Fam,1Story,1962,1985,Gable,701,434,SB,1207,1,1,3,6,0,1962,1,264,0,240,0,2006,147000
7800,1Fam,1Story,1964,1964,Gable,312,0,SB,912,1,0,2,5,0,1964,1,288,0,0,0,2006,115000
8910,1Fam,1Story,1959,1959,Hip,655,0,SB,1194,1,0,3,6,1,1954,2,539,0,0,0,2006,159500
7332,1Fam,1Story,1959,1959,Gable,414,450,SB,864,1,0,2,4,0,1959,1,288,168,0,0,2006,120000
7100,1Fam,1Story,1957,1957,Gable,708,108,FA,816,1,0,2,5,0,1957,1,308,0,0,0,2006,129900
10800,1Fam,1Story,1961,1992,Gable,913,400,SB,1773,2,0,3,6,2,1961,2,418,355,98,0,2006,183000
11650,1Fam,1Story,1959,1959,Hip,0,0,FA,1472,2,0,2,5,1,1959,2,484,0,68,0,2006,157500
18275,1Fam,2Story,1962,1998,Gable,636,802,SB,2448,3,0,3,9,2,1962,2,441,520,102,0,2006,277500
16321,1Fam,1Story,1957,1997,Gable,1277,207,SB,1600,1,0,2,6,2,1957,1,319,288,258,0,2006,207500
12144,1Fam,1.5Fin,1950,1950,Gable,455,455,SB,1521,1,1,3,6,0,1950,1,597,199,0,0,2006,147500
10800,1Fam,1.5Fin,1949,1950,Gable,0,720,FA,1192,1,1,4,6,0,0,0,0,0,0,0,2006,135000
7200,1Fam,1Story,1950,1950,Hip,0,0,FF,1040,1,0,2,5,0,1950,2,625,0,0,0,2006,109500
7200,1Fam,1Story,1950,1950,Gable,0,0,FA,1040,1,0,2,4,0,1950,2,420,0,29,0,2006,109900
7560,1Fam,1Story,1959,1959,Gable,369,671,FA,1040,1,0,3,6,0,1959,1,286,140,0,0,2006,133700
8544,Duplex,1Story,1950,1950,Gable,0,0,FF,1040,2,0,2,6,0,1950,2,400,0,0,0,2006,81400
8544,Duplex,1Story,1949,1950,Gable,0,0,FA,1040,2,0,2,6,0,1949,2,400,0,0,0,2006,87500
8544,Duplex,1Story,1950,1950,Gable,0,0,FF,1040,2,0,2,6,0,1949,2,400,0,0,0,2006,93500
8512,Duplex,1Story,1960,1960,Hip,0,1556,SB,1556,2,0,4,8,0,0,0,0,0,0,0,2006,119000
7945,1Fam,1Story,1959,1959,Gable,179,465,FA,1150,1,0,3,6,0,1959,1,300,0,0,0,2006,141000
7000,1Fam,1Story,1961,1961,Hip,781,369,SB,1150,1,0,3,6,0,1961,1,288,0,0,0,2006,146000
7590,1Fam,2Story,1966,1966,Gable,512,148,SB,1348,1,1,3,6,1,1966,2,453,188,108,0,2006,155000
10205,1Fam,SFoyer,1962,1962,Gable,784,141,SB,999,1,0,3,6,0,1962,1,300,150,72,0,2006,134500
7400,1Fam,1Story,1962,1962,Gable,809,236,SB,1045,1,0,3,6,0,1962,2,528,0,0,0,2006,120000
7000,1Fam,1Story,1962,1962,Gable,468,396,SB,864,1,0,3,5,0,1962,1,336,0,0,0,2006,105000
7000,2fmCon,SFoyer,1962,1962,Gable,953,72,SB,1025,1,0,3,6,0,0,0,0,96,80,0,2006,124000
